09, 22, 13, 房间00, 密码419253, 12047e30, 03, 00, 游戏状态, 1, 用户进入, 0
09, 35, 50, 房间00, 密码419253, 12047e30, 03, 00, 		游戏状态, 1, 定时器, 51, 
09, 35, 50, 房间00, 密码, 12047e30, 00, 00, 游戏状态, 1, 服务器, 游戏结束				
10, 31, 35, 房间00, 密码419253, 12047e30, 03, 00, 游戏状态, 1, 用户进入, 0
